Tilt,Pan,Raw,Dist
17.00,158.00,333,13.78
17.00,160.00,361,12.71
17.00,162.00,321,14.30
17.00,164.00,309,14.85
17.00,166.00,273,16.81
17.00,168.00,269,17.06
17.00,170.00,291,15.77
17.00,172.00,270,17.00
17.00,174.00,272,16.87
17.00,176.00,273,16.81
17.00,178.00,288,15.94
15.00,0.00,323,14.21
15.00,2.00,268,17.13
15.00,4.00,330,13.91
15.00,6.00,563,8.15
15.00,8.00,291,15.77
15.00,10.00,294,15.61
15.00,12.00,289,15.88
15.00,14.00,284,16.16
15.00,16.00,283,16.22
15.00,18.00,333,13.78
15.00,20.00,457,10.04
15.00,22.00,501,9.16
15.00,24.00,509,9.02
15.00,26.00,518,8.86
15.00,28.00,524,8.76
15.00,30.00,530,8.66
15.00,32.00,540,8.50
15.00,34.00,542,8.47
15.00,36.00,548,8.38
15.00,38.00,551,8.33
15.00,40.00,561,8.18
15.00,42.00,566,8.11
15.00,44.00,572,8.02
15.00,46.00,572,8.02
15.00,48.00,569,8.07
15.00,50.00,574,8.00
15.00,52.00,579,7.93
15.00,54.00,576,7.97
15.00,56.00,579,7.93
15.00,58.00,576,7.97
15.00,60.00,577,7.95
15.00,62.00,580,7.91
15.00,64.00,579,7.93
15.00,66.00,580,7.91
15.00,68.00,575,7.98
15.00,70.00,556,8.26
15.00,72.00,507,9.05
15.00,74.00,247,18.58
15.00,76.00,190,24.16
15.00,78.00,215,21.35
15.00,80.00,221,20.77
15.00,82.00,224,20.49
15.00,84.00,223,20.58
15.00,86.00,225,20.40
15.00,88.00,222,20.68
15.00,90.00,221,20.77
15.00,92.00,231,19.87
15.00,94.00,219,20.96
15.00,96.00,218,21.06
15.00,98.00,215,21.35
15.00,100.00,244,18.81
15.00,102.00,245,18.73
15.00,104.00,246,18.66
15.00,106.00,230,19.96
15.00,108.00,230,19.96
15.00,110.00,224,20.49
15.00,112.00,205,22.39
15.00,114.00,207,22.17
15.00,116.00,199,23.07
15.00,118.00,198,23.18
15.00,120.00,211,21.75
15.00,122.00,203,22.61
15.00,124.00,201,22.84
15.00,126.00,201,22.84
15.00,128.00,206,22.28
15.00,130.00,205,22.39
15.00,132.00,197,23.30
15.00,134.00,188,24.41
15.00,136.00,210,21.86
15.00,138.00,227,20.22
15.00,140.00,226,20.31
15.00,142.00,225,20.40
15.00,144.00,233,19.70
15.00,146.00,239,19.21
15.00,148.00,269,17.06
15.00,150.00,259,17.72
15.00,152.00,277,16.57
15.00,154.00,319,14.39
15.00,156.00,360,12.75
15.00,158.00,354,12.97
15.00,160.00,352,13.04
15.00,162.00,330,13.91
15.00,164.00,317,14.48
15.00,166.00,289,15.88
15.00,168.00,268,17.13
15.00,170.00,271,16.94
15.00,172.00,271,16.94
15.00,174.00,271,16.94
15.00,176.00,274,16.75
15.00,178.00,272,16.87
13.00,0.00,329,13.95
13.00,2.00,219,20.96
13.00,4.00,355,12.93
13.00,6.00,546,8.41
13.00,8.00,293,15.67
13.00,10.00,293,15.67
13.00,12.00,290,15.83
13.00,14.00,284,16.16
13.00,16.00,286,16.05
13.00,18.00,374,12.27
13.00,20.00,485,9.46
13.00,22.00,506,9.07
13.00,24.00,513,8.95
13.00,26.00,527,8.71
13.00,28.00,529,8.68
13.00,30.00,536,8.56
13.00,32.00,542,8.47
13.00,34.00,545,8.42
13.00,36.00,555,8.27
13.00,38.00,560,8.20
13.00,40.00,573,8.01
13.00,42.00,588,7.81
13.00,44.00,569,8.07
13.00,46.00,576,7.97
13.00,48.00,573,8.01
13.00,50.00,577,7.95
13.00,52.00,575,7.98
13.00,54.00,575,7.98
13.00,56.00,583,7.87
13.00,58.00,580,7.91
13.00,60.00,580,7.91
13.00,62.00,578,7.94
13.00,64.00,582,7.89
13.00,66.00,581,7.90
13.00,68.00,576,7.97
13.00,70.00,565,8.12
13.00,72.00,509,9.02
13.00,74.00,270,17.00
13.00,76.00,198,23.18
13.00,78.00,216,21.25
13.00,80.00,222,20.68
13.00,82.00,227,20.22
13.00,84.00,228,20.13
13.00,86.00,226,20.31
13.00,88.00,223,20.58
13.00,90.00,224,20.49
13.00,92.00,224,20.49
13.00,94.00,222,20.68
13.00,96.00,223,20.58
13.00,98.00,219,20.96
13.00,100.00,239,19.21
13.00,102.00,254,18.07
13.00,104.00,255,18.00
13.00,106.00,257,17.86
13.00,108.00,239,19.21
13.00,110.00,229,20.04
13.00,112.00,208,22.07
13.00,114.00,209,21.96
13.00,116.00,208,22.07
13.00,118.00,195,23.54
13.00,120.00,200,22.95
13.00,122.00,202,22.72
13.00,124.00,199,23.07
13.00,126.00,205,22.39
13.00,128.00,201,22.84
13.00,130.00,203,22.61
13.00,132.00,206,22.28
13.00,134.00,199,23.07
13.00,136.00,206,22.28
13.00,138.00,219,20.96
13.00,140.00,228,20.13
13.00,142.00,229,20.04
13.00,144.00,240,19.12
13.00,146.00,242,18.97
13.00,148.00,262,17.52
13.00,150.00,300,15.30
13.00,152.00,351,13.08
13.00,154.00,368,12.47
13.00,156.00,373,12.31
13.00,158.00,367,12.51
13.00,160.00,366,12.54
13.00,162.00,386,11.89
13.00,164.00,325,14.12
13.00,166.00,281,16.33
13.00,168.00,271,16.94
13.00,170.00,281,16.33
13.00,172.00,269,17.06
13.00,174.00,274,16.75
13.00,176.00,272,16.87
13.00,178.00,274,16.75
11.00,0.00,355,12.93
11.00,2.00,217,21.15
11.00,4.00,400,11.48
11.00,6.00,551,8.33
11.00,8.00,294,15.61
11.00,10.00,294,15.61
11.00,12.00,290,15.83
11.00,14.00,284,16.16
11.00,16.00,285,16.11
11.00,18.00,436,10.53
11.00,20.00,496,9.25
11.00,22.00,505,9.09
11.00,24.00,522,8.79
11.00,26.00,525,8.74
11.00,28.00,527,8.71
11.00,30.00,537,8.55
11.00,32.00,544,8.44
11.00,34.00,554,8.29
11.00,36.00,557,8.24
11.00,38.00,564,8.14
11.00,40.00,565,8.12
11.00,42.00,570,8.05
11.00,44.00,573,8.01
11.00,46.00,576,7.97
11.00,48.00,580,7.91
11.00,50.00,575,7.98
11.00,52.00,578,7.94
11.00,54.00,584,7.86
11.00,56.00,583,7.87
11.00,58.00,583,7.87
11.00,60.00,578,7.94
11.00,62.00,579,7.93
11.00,64.00,583,7.87
11.00,66.00,582,7.89
11.00,68.00,577,7.95
11.00,70.00,564,8.14
11.00,72.00,512,8.96
11.00,74.00,264,17.39
11.00,76.00,189,24.29
11.00,78.00,216,21.25
11.00,80.00,227,20.22
11.00,82.00,226,20.31
11.00,84.00,235,19.53
11.00,86.00,227,20.22
11.00,88.00,228,20.13
11.00,90.00,226,20.31
11.00,92.00,234,19.62
11.00,94.00,224,20.49
11.00,96.00,239,19.21
11.00,98.00,217,21.15
11.00,100.00,238,19.29
11.00,102.00,258,17.79
11.00,104.00,257,17.86
11.00,106.00,246,18.66
11.00,108.00,244,18.81
11.00,110.00,233,19.70
11.00,112.00,215,21.35
11.00,114.00,207,22.17
11.00,116.00,205,22.39
11.00,118.00,196,23.42
11.00,120.00,208,22.07
11.00,122.00,203,22.61
11.00,124.00,204,22.50
11.00,126.00,203,22.61
11.00,128.00,204,22.50
11.00,130.00,214,21.45
11.00,132.00,205,22.39
11.00,134.00,188,24.41
11.00,136.00,201,22.84
11.00,138.00,225,20.40
11.00,140.00,226,20.31
11.00,142.00,225,20.40
11.00,144.00,237,19.37
11.00,146.00,242,18.97
11.00,148.00,296,15.51
11.00,150.00,343,13.38
11.00,152.00,375,12.24
11.00,154.00,385,11.92
11.00,156.00,399,11.50
11.00,158.00,378,12.14
11.00,160.00,369,12.44
11.00,162.00,353,13.00
11.00,164.00,325,14.12
11.00,166.00,306,15.00
11.00,168.00,270,17.00
11.00,170.00,270,17.00
11.00,172.00,270,17.00
11.00,174.00,276,16.63
11.00,176.00,279,16.45
11.00,178.00,272,16.87
9.00,0.00,341,13.46
9.00,2.00,216,21.25
9.00,4.00,361,12.71
9.00,6.00,569,8.07
9.00,8.00,292,15.72
9.00,10.00,294,15.61
9.00,12.00,288,15.94
9.00,14.00,287,15.99
9.00,16.00,302,15.20
9.00,18.00,462,9.94
9.00,20.00,500,9.18
9.00,22.00,512,8.96
9.00,24.00,528,8.69
9.00,26.00,532,8.63
9.00,28.00,538,8.53
9.00,30.00,542,8.47
9.00,32.00,547,8.39
9.00,34.00,558,8.23
9.00,36.00,562,8.17
9.00,38.00,570,8.05
9.00,40.00,569,8.07
9.00,42.00,588,7.81
9.00,44.00,573,8.01
9.00,46.00,580,7.91
9.00,48.00,580,7.91
9.00,50.00,579,7.93
9.00,52.00,580,7.91
9.00,54.00,582,7.89
9.00,56.00,585,7.85
9.00,58.00,586,7.83
9.00,60.00,584,7.86
9.00,62.00,609,7.54
9.00,64.00,582,7.89
9.00,66.00,579,7.93
9.00,68.00,585,7.85
9.00,70.00,566,8.11
9.00,72.00,476,9.64
9.00,74.00,238,19.29
9.00,76.00,189,24.29
9.00,78.00,223,20.58
9.00,80.00,226,20.31
9.00,82.00,228,20.13
9.00,84.00,230,19.96
9.00,86.00,231,19.87
9.00,88.00,231,19.87
9.00,90.00,226,20.31
9.00,92.00,228,20.13
9.00,94.00,226,20.31
9.00,96.00,227,20.22
9.00,98.00,223,20.58
9.00,100.00,239,19.21
9.00,102.00,260,17.65
9.00,104.00,262,17.52
9.00,106.00,256,17.93
9.00,108.00,256,17.93
9.00,110.00,254,18.07
9.00,112.00,225,20.40
9.00,114.00,212,21.65
9.00,116.00,211,21.75
9.00,118.00,199,23.07
9.00,120.00,203,22.61
9.00,122.00,205,22.39
9.00,124.00,203,22.61
9.00,126.00,206,22.28
9.00,128.00,216,21.25
9.00,130.00,203,22.61
9.00,132.00,211,21.75
9.00,134.00,192,23.91
9.00,136.00,198,23.18
9.00,138.00,213,21.55
9.00,140.00,225,20.40
9.00,142.00,224,20.49
9.00,144.00,236,19.45
9.00,146.00,246,18.66
9.00,148.00,331,13.87
9.00,150.00,381,12.05
9.00,152.00,399,11.50
9.00,154.00,397,11.56
9.00,156.00,408,11.25
9.00,158.00,381,12.05
9.00,160.00,374,12.27
9.00,162.00,357,12.86
9.00,164.00,336,13.66
9.00,166.00,315,14.57
9.00,168.00,270,17.00
9.00,170.00,271,16.94
9.00,172.00,270,17.00
9.00,174.00,280,16.39
9.00,176.00,272,16.87
9.00,178.00,274,16.75
7.00,0.00,356,12.89
7.00,2.00,226,20.31
7.00,4.00,407,11.28
7.00,6.00,560,8.20
7.00,8.00,297,15.45
7.00,10.00,292,15.72
7.00,12.00,287,15.99
7.00,14.00,286,16.05
7.00,16.00,311,14.76
7.00,18.00,458,10.02
7.00,20.00,503,9.13
7.00,22.00,517,8.88
7.00,24.00,526,8.73
7.00,26.00,530,8.66
7.00,28.00,536,8.56
7.00,30.00,543,8.45
7.00,32.00,553,8.30
7.00,34.00,559,8.21
7.00,36.00,564,8.14
7.00,38.00,564,8.14
7.00,40.00,569,8.07
7.00,42.00,577,7.95
7.00,44.00,576,7.97
7.00,46.00,579,7.93
7.00,48.00,578,7.94
7.00,50.00,579,7.93
7.00,52.00,586,7.83
7.00,54.00,587,7.82
7.00,56.00,586,7.83
7.00,58.00,586,7.83
7.00,60.00,582,7.89
7.00,62.00,585,7.85
7.00,64.00,586,7.83
7.00,66.00,582,7.89
7.00,68.00,583,7.87
7.00,70.00,569,8.07
7.00,72.00,507,9.05
7.00,74.00,256,17.93
7.00,76.00,192,23.91
7.00,78.00,217,21.15
7.00,80.00,229,20.04
7.00,82.00,231,19.87
7.00,84.00,230,19.96
7.00,86.00,228,20.13
7.00,88.00,231,19.87
7.00,90.00,240,19.12
7.00,92.00,226,20.31
7.00,94.00,225,20.40
7.00,96.00,227,20.22
7.00,98.00,227,20.22
7.00,100.00,243,18.89
7.00,102.00,266,17.26
7.00,104.00,267,17.19
7.00,106.00,262,17.52
7.00,108.00,260,17.65
7.00,110.00,249,18.43
7.00,112.00,229,20.04
7.00,114.00,211,21.75
7.00,116.00,211,21.75
7.00,118.00,200,22.95
7.00,120.00,203,22.61
7.00,122.00,204,22.50
7.00,124.00,203,22.61
7.00,126.00,207,22.17
7.00,128.00,204,22.50
7.00,130.00,204,22.50
7.00,132.00,212,21.65
7.00,134.00,194,23.66
7.00,136.00,204,22.50
7.00,138.00,214,21.45
7.00,140.00,223,20.58
7.00,142.00,224,20.49
7.00,144.00,239,19.21
7.00,146.00,257,17.86
7.00,148.00,340,13.50
7.00,150.00,398,11.53
7.00,152.00,403,11.39
7.00,154.00,406,11.31
7.00,156.00,410,11.20
7.00,158.00,385,11.92
7.00,160.00,372,12.34
7.00,162.00,362,12.68
7.00,164.00,325,14.12
7.00,166.00,312,14.71
7.00,168.00,271,16.94
7.00,170.00,270,17.00
7.00,172.00,271,16.94
7.00,174.00,280,16.39
7.00,176.00,273,16.81
7.00,178.00,275,16.69
5.00,0.00,353,13.00
5.00,2.00,223,20.58
5.00,4.00,352,13.04
5.00,6.00,558,8.23
5.00,8.00,295,15.56
5.00,10.00,293,15.67
5.00,12.00,289,15.88
5.00,14.00,287,15.99
5.00,16.00,342,13.42
5.00,18.00,480,9.56
5.00,20.00,508,9.04
5.00,22.00,518,8.86
5.00,24.00,525,8.74
5.00,26.00,527,8.71
5.00,28.00,541,8.48
5.00,30.00,552,8.32
5.00,32.00,556,8.26
5.00,34.00,555,8.27
5.00,36.00,562,8.17
5.00,38.00,573,8.01
5.00,40.00,573,8.01
5.00,42.00,576,7.97
5.00,44.00,575,7.98
5.00,46.00,579,7.93
5.00,48.00,587,7.82
5.00,50.00,586,7.83
5.00,52.00,586,7.83
5.00,54.00,582,7.89
5.00,56.00,584,7.86
5.00,58.00,587,7.82
5.00,60.00,585,7.85
5.00,62.00,589,7.79
5.00,64.00,586,7.83
5.00,66.00,578,7.94
5.00,68.00,586,7.83
5.00,70.00,566,8.11
5.00,72.00,496,9.25
5.00,74.00,224,20.49
5.00,76.00,192,23.91
5.00,78.00,223,20.58
5.00,80.00,230,19.96
5.00,82.00,232,19.78
5.00,84.00,233,19.70
5.00,86.00,235,19.53
5.00,88.00,232,19.78
5.00,90.00,244,18.81
5.00,92.00,231,19.87
5.00,94.00,232,19.78
5.00,96.00,247,18.58
5.00,98.00,284,16.16
5.00,100.00,307,14.95
5.00,102.00,325,14.12
5.00,104.00,303,15.15
5.00,106.00,270,17.00
5.00,108.00,259,17.72
5.00,110.00,251,18.29
5.00,112.00,235,19.53
5.00,114.00,218,21.06
5.00,116.00,213,21.55
5.00,118.00,212,21.65
5.00,120.00,205,22.39
5.00,122.00,204,22.50
5.00,124.00,205,22.39
5.00,126.00,211,21.75
5.00,128.00,203,22.61
5.00,130.00,206,22.28
5.00,132.00,211,21.75
5.00,134.00,200,22.95
5.00,136.00,202,22.72
5.00,138.00,214,21.45
5.00,140.00,222,20.68
5.00,142.00,227,20.22
5.00,144.00,236,19.45
5.00,146.00,248,18.51
5.00,148.00,343,13.38
5.00,150.00,398,11.53
5.00,152.00,402,11.42
5.00,154.00,425,10.80
5.00,156.00,395,11.62
5.00,158.00,385,11.92
5.00,160.00,376,12.21
5.00,162.00,364,12.61
5.00,164.00,340,13.50
5.00,166.00,313,14.66
5.00,168.00,274,16.75
5.00,170.00,267,17.19
5.00,172.00,270,17.00
5.00,174.00,291,15.77
5.00,176.00,273,16.81
5.00,178.00,274,16.75
3.00,0.00,325,14.12
3.00,2.00,225,20.40
3.00,4.00,294,15.61
3.00,6.00,577,7.95
3.00,8.00,293,15.67
3.00,10.00,293,15.67
3.00,12.00,291,15.77
