Tilt,Pan,Raw,Dist
13.80,82.00,478,9.60
13.80,82.60,491,9.35
13.80,83.20,518,8.86
13.80,83.80,523,8.78
13.80,84.40,529,8.68
13.80,85.00,527,8.71
13.80,85.60,529,8.68
13.80,86.20,524,8.76
13.80,86.80,523,8.78
13.80,87.40,502,9.14
13.80,88.00,499,9.20
13.80,88.60,488,9.41
13.80,89.20,478,9.60
13.80,89.80,481,9.54
13.80,90.40,474,9.68
13.80,91.00,474,9.68
13.80,91.60,484,9.48
13.80,92.20,500,9.18
13.80,92.80,507,9.05
13.80,93.40,501,9.16
13.80,94.00,498,9.22
13.80,94.60,473,9.70
13.80,95.20,437,10.50
13.80,95.80,436,10.53
13.80,96.40,424,10.83
13.80,97.00,424,10.83
13.80,97.60,474,9.68
13.80,98.20,335,13.70
13.80,98.80,329,13.95
13.80,99.40,298,15.40
13.80,100.00,287,15.99
13.80,100.60,283,16.22
13.80,101.20,280,16.39
13.80,101.80,280,16.39
13.80,102.40,277,16.57
13.80,103.00,276,16.63
13.80,103.60,277,16.57
13.80,104.20,276,16.63
13.80,104.80,276,16.63
13.80,105.40,272,16.87
13.80,106.00,276,16.63
13.80,106.60,272,16.87
13.80,107.20,272,16.87
13.80,107.80,271,16.94
13.80,108.40,269,17.06
13.80,109.00,272,16.87
13.80,109.60,268,17.13
13.20,70.00,414,11.09
13.20,70.60,229,20.04
13.20,71.20,240,19.12
13.20,71.80,237,19.37
13.20,72.40,271,16.94
13.20,73.00,278,16.51
13.20,73.60,290,15.83
13.20,74.20,282,16.28
13.20,74.80,283,16.22
13.20,75.40,279,16.45
13.20,76.00,272,16.87
13.20,76.60,263,17.45
13.20,77.20,264,17.39
13.20,77.80,264,17.39
13.20,78.40,340,13.50
13.20,79.00,364,12.61
13.20,79.60,375,12.24
13.20,80.20,428,10.72
13.20,80.80,442,10.38
13.20,81.40,470,9.77
13.20,82.00,483,9.50
13.20,82.60,493,9.31
13.20,83.20,517,8.88
13.20,83.80,522,8.79
13.20,84.40,529,8.68
13.20,85.00,527,8.71
13.20,85.60,529,8.68
13.20,86.20,519,8.84
13.20,86.80,520,8.83
13.20,87.40,505,9.09
13.20,88.00,499,9.20
13.20,88.60,485,9.46
13.20,89.20,483,9.50
13.20,89.80,481,9.54
13.20,90.40,477,9.62
13.20,91.00,477,9.62
13.20,91.60,481,9.54
13.20,92.20,501,9.16
13.20,92.80,503,9.13
13.20,93.40,505,9.09
13.20,94.00,500,9.18
13.20,94.60,479,9.58
13.20,95.20,438,10.48
13.20,95.80,434,10.58
13.20,96.40,425,10.80
13.20,97.00,425,10.80
13.20,97.60,466,9.85
13.20,98.20,344,13.34
13.20,98.80,319,14.39
13.20,99.40,290,15.83
13.20,100.00,287,15.99
13.20,100.60,284,16.16
13.20,101.20,279,16.45
13.20,101.80,277,16.57
13.20,102.40,276,16.63
13.20,103.00,275,16.69
13.20,103.60,276,16.63
13.20,104.20,276,16.63
13.20,104.80,274,16.75
13.20,105.40,276,16.63
13.20,106.00,275,16.69
13.20,106.60,272,16.87
13.20,107.20,271,16.94
13.20,107.80,272,16.87
13.20,108.40,268,17.13
13.20,109.00,268,17.13
13.20,109.60,269,17.06
12.60,70.00,420,10.93
12.60,70.60,273,16.81
12.60,71.20,275,16.69
12.60,71.80,275,16.69
12.60,72.40,279,16.45
12.60,73.00,279,16.45
12.60,73.60,279,16.45
12.60,74.20,280,16.39
12.60,74.80,279,16.45
12.60,75.40,280,16.39
12.60,76.00,279,16.45
12.60,76.60,268,17.13
12.60,77.20,256,17.93
12.60,77.80,252,18.21
12.60,78.40,261,17.59
12.60,79.00,261,17.59
12.60,79.60,317,14.48
12.60,80.20,393,11.68
12.60,80.80,389,11.80
12.60,81.40,428,10.72
12.60,82.00,434,10.58
12.60,82.60,446,10.29
12.60,83.20,461,9.96
12.60,83.80,475,9.66
12.60,84.40,510,9.00
12.60,85.00,517,8.88
12.60,85.60,524,8.76
12.60,86.20,517,8.88
12.60,86.80,525,8.74
12.60,87.40,510,9.00
12.60,88.00,511,8.98
12.60,88.60,506,9.07
12.60,89.20,501,9.16
12.60,89.80,507,9.05
12.60,90.40,503,9.13
12.60,91.00,501,9.16
12.60,91.60,506,9.07
12.60,92.20,503,9.13
12.60,92.80,556,8.26
12.60,93.40,546,8.41
12.60,94.00,528,8.69
12.60,94.60,478,9.60
12.60,95.20,457,10.04
12.60,95.80,470,9.77
12.60,96.40,447,10.27
12.60,97.00,441,10.41
12.60,97.60,490,9.37
12.60,98.20,363,12.64
12.60,98.80,356,12.89
12.60,99.40,297,15.45
12.60,100.00,293,15.67
12.60,100.60,283,16.22
12.60,101.20,284,16.16
12.60,101.80,284,16.16
12.60,102.40,279,16.45
12.60,103.00,279,16.45
12.60,103.60,279,16.45
12.60,104.20,276,16.63
12.60,104.80,277,16.57
12.60,105.40,280,16.39
12.60,106.00,276,16.63
12.60,106.60,276,16.63
12.60,107.20,275,16.69
12.60,107.80,276,16.63
12.60,108.40,275,16.69
12.60,109.00,273,16.81
12.60,109.60,272,16.87
12.00,70.00,412,11.14
12.00,70.60,280,16.39
12.00,71.20,280,16.39
12.00,71.80,280,16.39
12.00,72.40,281,16.33
12.00,73.00,281,16.33
12.00,73.60,280,16.39
12.00,74.20,281,16.33
12.00,74.80,280,16.39
12.00,75.40,280,16.39
12.00,76.00,279,16.45
12.00,76.60,271,16.94
12.00,77.20,258,17.79
12.00,77.80,257,17.86
12.00,78.40,259,17.72
12.00,79.00,258,17.79
12.00,79.60,261,17.59
12.00,80.20,348,13.19
12.00,80.80,339,13.54
12.00,81.40,381,12.05
12.00,82.00,407,11.28
12.00,82.60,424,10.83
12.00,83.20,453,10.13
12.00,83.80,422,10.88
12.00,84.40,510,9.00
12.00,85.00,514,8.93
12.00,85.60,533,8.61
12.00,86.20,503,9.13
12.00,86.80,553,8.30
12.00,87.40,557,8.24
12.00,88.00,548,8.38
12.00,88.60,525,8.74
12.00,89.20,551,8.33
12.00,89.80,565,8.12
12.00,90.40,547,8.39
12.00,91.00,546,8.41
12.00,91.60,540,8.50
12.00,92.20,558,8.23
12.00,92.80,551,8.33
12.00,93.40,553,8.30
12.00,94.00,523,8.78
12.00,94.60,502,9.14
12.00,95.20,497,9.24
12.00,95.80,491,9.35
12.00,96.40,445,10.31
12.00,97.00,489,9.39
12.00,97.60,509,9.02
12.00,98.20,341,13.46
12.00,98.80,333,13.78
12.00,99.40,301,15.25
12.00,100.00,292,15.72
12.00,100.60,287,15.99
12.00,101.20,285,16.11
12.00,101.80,280,16.39
12.00,102.40,280,16.39
12.00,103.00,282,16.28
12.00,103.60,280,16.39
12.00,104.20,278,16.51
12.00,104.80,276,16.63
12.00,105.40,280,16.39
12.00,106.00,276,16.63
12.00,106.60,275,16.69
12.00,107.20,276,16.63
12.00,107.80,276,16.63
12.00,108.40,272,16.87
12.00,109.00,270,17.00
12.00,109.60,272,16.87
11.40,70.00,476,9.64
11.40,70.60,280,16.39
11.40,71.20,279,16.45
11.40,71.80,283,16.22
11.40,72.40,284,16.16
11.40,73.00,284,16.16
11.40,73.60,284,16.16
11.40,74.20,283,16.22
11.40,74.80,280,16.39
11.40,75.40,279,16.45
11.40,76.00,281,16.33
11.40,76.60,273,16.81
11.40,77.20,258,17.79
11.40,77.80,260,17.65
11.40,78.40,256,17.93
11.40,79.00,261,17.59
11.40,79.60,271,16.94
11.40,80.20,295,15.56
11.40,80.80,368,12.47
11.40,81.40,389,11.80
11.40,82.00,406,11.31
11.40,82.60,388,11.83
11.40,83.20,434,10.58
11.40,83.80,459,10.00
11.40,84.40,493,9.31
11.40,85.00,482,9.52
11.40,85.60,529,8.68
11.40,86.20,558,8.23
11.40,86.80,548,8.38
11.40,87.40,520,8.83
11.40,88.00,532,8.63
11.40,88.60,542,8.47
11.40,89.20,540,8.50
11.40,89.80,514,8.93
11.40,90.40,547,8.39
11.40,91.00,549,8.36
11.40,91.60,555,8.27
11.40,92.20,554,8.29
11.40,92.80,578,7.94
11.40,93.40,537,8.55
11.40,94.00,537,8.55
11.40,94.60,524,8.76
11.40,95.20,496,9.25
11.40,95.80,514,8.93
11.40,96.40,442,10.38
11.40,97.00,485,9.46
11.40,97.60,522,8.79
11.40,98.20,376,12.21
11.40,98.80,355,12.93
11.40,99.40,300,15.30
11.40,100.00,295,15.56
11.40,100.60,288,15.94
11.40,101.20,284,16.16
11.40,101.80,284,16.16
11.40,102.40,280,16.39
11.40,103.00,278,16.51
11.40,103.60,280,16.39
11.40,104.20,276,16.63
11.40,104.80,276,16.63
11.40,105.40,278,16.51
11.40,106.00,280,16.39
11.40,106.60,279,16.45
11.40,107.20,275,16.69
11.40,107.80,272,16.87
11.40,108.40,274,16.75
11.40,109.00,272,16.87
11.40,109.60,274,16.75
10.80,70.00,458,10.02
10.80,70.60,280,16.39
10.80,71.20,280,16.39
10.80,71.80,280,16.39
10.80,72.40,281,16.33
10.80,73.00,280,16.39
10.80,73.60,280,16.39
10.80,74.20,273,16.81
10.80,74.80,276,16.63
10.80,75.40,272,16.87
10.80,76.00,277,16.57
10.80,76.60,274,16.75
10.80,77.20,273,16.81
10.80,77.80,272,16.87
10.80,78.40,282,16.28
10.80,79.00,275,16.69
10.80,79.60,281,16.33
10.80,80.20,337,13.62
10.80,80.80,267,17.19
10.80,81.40,396,11.59
10.80,82.00,402,11.42
10.80,82.60,395,11.62
10.80,83.20,444,10.34
10.80,83.80,443,10.36
10.80,84.40,459,10.00
10.80,85.00,457,10.04
10.80,85.60,523,8.78
10.80,86.20,541,8.48
10.80,86.80,543,8.45
10.80,87.40,540,8.50
10.80,88.00,525,8.74
10.80,88.60,531,8.64
10.80,89.20,494,9.29
10.80,89.80,548,8.38
10.80,90.40,557,8.24
10.80,91.00,551,8.33
10.80,91.60,543,8.45
10.80,92.20,526,8.73
10.80,92.80,531,8.64
10.80,93.40,504,9.11
10.80,94.00,525,8.74
10.80,94.60,499,9.20
10.80,95.20,486,9.44
10.80,95.80,486,9.44
10.80,96.40,481,9.54
10.80,97.00,489,9.39
10.80,97.60,494,9.29
10.80,98.20,354,12.97
10.80,98.80,352,13.04
10.80,99.40,317,14.48
10.80,100.00,295,15.56
10.80,100.60,289,15.88
10.80,101.20,284,16.16
10.80,101.80,284,16.16
10.80,102.40,280,16.39
10.80,103.00,281,16.33
10.80,103.60,279,16.45
10.80,104.20,279,16.45
10.80,104.80,280,16.39
10.80,105.40,276,16.63
10.80,106.00,279,16.45
10.80,106.60,277,16.57
10.80,107.20,276,16.63
10.80,107.80,275,16.69
10.80,108.40,276,16.63
10.80,109.00,276,16.63
10.80,109.60,269,17.06
10.20,70.00,440,10.43
10.20,70.60,280,16.39
10.20,71.20,280,16.39
10.20,71.80,280,16.39
10.20,72.40,283,16.22
10.20,73.00,283,16.22
10.20,73.60,280,16.39
10.20,74.20,277,16.57
10.20,74.80,277,16.57
10.20,75.40,274,16.75
10.20,76.00,272,16.87
10.20,76.60,277,16.57
10.20,77.20,271,16.94
10.20,77.80,268,17.13
10.20,78.40,272,16.87
10.20,79.00,276,16.63
10.20,79.60,284,16.16
10.20,80.20,314,14.62
10.20,80.80,312,14.71
10.20,81.40,375,12.24
10.20,82.00,336,13.66
10.20,82.60,418,10.98
10.20,83.20,438,10.48
10.20,83.80,409,11.22
10.20,84.40,492,9.33
10.20,85.00,494,9.29
10.20,85.60,521,8.81
10.20,86.20,499,9.20
10.20,86.80,550,8.35
10.20,87.40,549,8.36
10.20,88.00,543,8.45
10.20,88.60,531,8.64
10.20,89.20,554,8.29
10.20,89.80,538,8.53
10.20,90.40,499,9.20
10.20,91.00,534,8.60
10.20,91.60,535,8.58
10.20,92.20,538,8.53
10.20,92.80,514,8.93
10.20,93.40,514,8.93
10.20,94.00,519,8.84
10.20,94.60,513,8.95
10.20,95.20,495,9.27
10.20,95.80,482,9.52
10.20,96.40,510,9.00
10.20,97.00,474,9.68
10.20,97.60,515,8.91
10.20,98.20,386,11.89
10.20,98.80,371,12.37
10.20,99.40,301,15.25
10.20,100.00,298,15.40
10.20,100.60,288,15.94
10.20,101.20,283,16.22
10.20,101.80,283,16.22
10.20,102.40,281,16.33
10.20,103.00,282,16.28
10.20,103.60,279,16.45
10.20,104.20,279,16.45
10.20,104.80,275,16.69
10.20,105.40,275,16.69
10.20,106.00,280,16.39
10.20,106.60,276,16.63
10.20,107.20,275,16.69
10.20,107.80,276,16.63
10.20,108.40,276,16.63
10.20,109.00,275,16.69
10.20,109.60,268,17.13
9.60,70.00,428,10.72
9.60,70.60,277,16.57
9.60,71.20,280,16.39
9.60,71.80,280,16.39
9.60,72.40,281,16.33
9.60,73.00,279,16.45
9.60,73.60,276,16.63
9.60,74.20,261,17.59
9.60,74.80,260,17.65
9.60,75.40,260,17.65
9.60,76.00,267,17.19
9.60,76.60,291,15.77
9.60,77.20,303,15.15
9.60,77.80,303,15.15
9.60,78.40,297,15.45
9.60,79.00,293,15.67
9.60,79.60,304,15.10
9.60,80.20,365,12.58
9.60,80.80,342,13.42
9.60,81.40,386,11.89
9.60,82.00,415,11.06
9.60,82.60,383,11.98
9.60,83.20,451,10.18
9.60,83.80,453,10.13
9.60,84.40,435,10.55
9.60,85.00,506,9.07
9.60,85.60,542,8.47
9.60,86.20,525,8.74
9.60,86.80,563,8.15
9.60,87.40,553,8.30
9.60,88.00,548,8.38
9.60,88.60,508,9.04
9.60,89.20,549,8.36
9.60,89.80,551,8.33
9.60,90.40,542,8.47
9.60,91.00,539,8.52
9.60,91.60,549,8.36
9.60,92.20,534,8.60
9.60,92.80,514,8.93
9.60,93.40,517,8.88
9.60,94.00,530,8.66
9.60,94.60,517,8.88
9.60,95.20,492,9.33
9.60,95.80,487,9.43
9.60,96.40,503,9.13
9.60,97.00,485,9.46
9.60,97.60,546,8.41
9.60,98.20,420,10.93
9.60,98.80,354,12.97
9.60,99.40,311,14.76
9.60,100.00,295,15.56
9.60,100.60,287,15.99
9.60,101.20,284,16.16
9.60,101.80,284,16.16
9.60,102.40,283,16.22
9.60,103.00,282,16.28
9.60,103.60,280,16.39
9.60,104.20,281,16.33
9.60,104.80,280,16.39
9.60,105.40,280,16.39
9.60,106.00,280,16.39
9.60,106.60,279,16.45
9.60,107.20,278,16.51
9.60,107.80,280,16.39
9.60,108.40,272,16.87
9.60,109.00,275,16.69
9.60,109.60,276,16.63
9.00,70.00,454,10.11
9.00,70.60,280,16.39
9.00,71.20,280,16.39
9.00,71.80,280,16.39
9.00,72.40,280,16.39
9.00,73.00,277,16.57
9.00,73.60,276,16.63
9.00,74.20,249,18.43
9.00,74.80,250,18.36
9.00,75.40,243,18.89
9.00,76.00,252,18.21
9.00,76.60,304,15.10
9.00,77.20,304,15.10
9.00,77.80,308,14.90
9.00,78.40,269,17.06
9.00,79.00,268,17.13
9.00,79.60,251,18.29
9.00,80.20,283,16.22
9.00,80.80,362,12.68
9.00,81.40,387,11.86
9.00,82.00,372,12.34
9.00,82.60,430,10.67
9.00,83.20,457,10.04
9.00,83.80,452,10.15
9.00,84.40,479,9.58
9.00,85.00,494,9.29
9.00,85.60,544,8.44
9.00,86.20,517,8.88
9.00,86.80,554,8.29
9.00,87.40,551,8.33
9.00,88.00,560,8.20
9.00,88.60,538,8.53
9.00,89.20,530,8.66
9.00,89.80,527,8.71
9.00,90.40,512,8.96
9.00,91.00,543,8.45
9.00,91.60,539,8.52
9.00,92.20,523,8.78
9.00,92.80,521,8.81
9.00,93.40,512,8.96
9.00,94.00,509,9.02
9.00,94.60,482,9.52
9.00,95.20,498,9.22
9.00,95.80,467,9.83
9.00,96.40,451,10.18
9.00,97.00,449,10.22
9.00,97.60,492,9.33
9.00,98.20,379,12.11
9.00,98.80,374,12.27
9.00,99.40,305,15.05
9.00,100.00,298,15.40
9.00,100.60,288,15.94
9.00,101.20,283,16.22
9.00,101.80,284,16.16
9.00,102.40,280,16.39
9.00,103.00,279,16.45
9.00,103.60,280,16.39
9.00,104.20,276,16.63
9.00,104.80,275,16.69
9.00,105.40,275,16.69
9.00,106.00,275,16.69
9.00,106.60,275,16.69
9.00,107.20,276,16.63
9.00,107.80,275,16.69
9.00,108.40,271,16.94
9.00,109.00,273,16.81
9.00,109.60,273,16.81
8.40,70.00,432,10.63
8.40,70.60,279,16.45
8.40,71.20,279,16.45
8.40,71.80,279,16.45
8.40,72.40,275,16.69
8.40,73.00,275,16.69
8.40,73.60,271,16.94
8.40,74.20,244,18.81
8.40,74.80,244,18.81
8.40,75.40,242,18.97
8.40,76.00,261,17.59
8.40,76.60,305,15.05
8.40,77.20,303,15.15
8.40,77.80,303,15.15
8.40,78.40,274,16.75
8.40,79.00,255,18.00
8.40,79.60,227,20.22
8.40,80.20,317,14.48
8.40,80.80,315,14.57
8.40,81.40,380,12.08
8.40,82.00,391,11.74
8.40,82.60,418,10.98
8.40,83.20,442,10.38
8.40,83.80,458,10.02
8.40,84.40,500,9.18
8.40,85.00,502,9.14
8.40,85.60,521,8.81
8.40,86.20,533,8.61
8.40,86.80,533,8.61
8.40,87.40,524,8.76
8.40,88.00,524,8.76
8.40,88.60,513,8.95
8.40,89.20,508,9.04
8.40,89.80,509,9.02
8.40,90.40,515,8.91
8.40,91.00,515,8.91
8.40,91.60,514,8.93
8.40,92.20,505,9.09
8.40,92.80,505,9.09
8.40,93.40,496,9.25
8.40,94.00,495,9.27
8.40,94.60,493,9.31
8.40,95.20,462,9.94
8.40,95.80,455,10.09
8.40,96.40,457,10.04
8.40,97.00,460,9.98
8.40,97.60,484,9.48
8.40,98.20,388,11.83
8.40,98.80,375,12.24
8.40,99.40,303,15.15
8.40,100.00,302,15.20
8.40,100.60,287,15.99
8.40,101.20,283,16.22
8.40,101.80,284,16.16
8.40,102.40,279,16.45
8.40,103.00,281,16.33
8.40,103.60,280,16.39
8.40,104.20,277,16.57
8.40,104.80,276,16.63
8.40,105.40,275,16.69
8.40,106.00,275,16.69
8.40,106.60,276,16.63
8.40,107.20,276,16.63
8.40,107.80,276,16.63
8.40,108.40,272,16.87
8.40,109.00,272,16.87
8.40,109.60,269,17.06
7.80,70.00,400,11.48
7.80,70.60,279,16.45
7.80,71.20,280,16.39
7.80,71.80,289,15.88
7.80,72.40,267,17.19
7.80,73.00,265,17.32
7.80,73.60,257,17.86
7.80,74.20,237,19.37
7.80,74.80,238,19.29
7.80,75.40,277,16.57
7.80,76.00,319,14.39
7.80,76.60,337,13.62
7.80,77.20,280,16.39
7.80,77.80,275,16.69
7.80,78.40,247,18.58
7.80,79.00,245,18.73
7.80,79.60,206,22.28
7.80,80.20,261,17.59
7.80,80.80,316,14.53
7.80,81.40,371,12.37
7.80,82.00,389,11.80
7.80,82.60,417,11.01
7.80,83.20,454,10.11
7.80,83.80,470,9.77
7.80,84.40,514,8.93
7.80,85.00,521,8.81
7.80,85.60,534,8.60
7.80,86.20,541,8.48
7.80,86.80,541,8.48
7.80,87.40,529,8.68
7.80,88.00,527,8.71
7.80,88.60,510,9.00
7.80,89.20,501,9.16
7.80,89.80,508,9.04
7.80,90.40,518,8.86
7.80,91.00,527,8.71
7.80,91.60,516,8.90
7.80,92.20,495,9.27
7.80,92.80,495,9.27
7.80,93.40,488,9.41
7.80,94.00,488,9.41
7.80,94.60,466,9.85
7.80,95.20,462,9.94
7.80,95.80,459,10.00
7.80,96.40,435,10.55
7.80,97.00,441,10.41
7.80,97.60,490,9.37
7.80,98.20,397,11.56
7.80,98.80,385,11.92
7.80,99.40,312,14.71
7.80,100.00,302,15.20
7.80,100.60,287,15.99
7.80,101.20,283,16.22
7.80,101.80,284,16.16
7.80,102.40,283,16.22
7.80,103.00,282,16.28
7.80,103.60,279,16.45
7.80,104.20,280,16.39
7.80,104.80,280,16.39
7.80,105.40,279,16.45
7.80,106.00,279,16.45
7.80,106.60,275,16.69
7.80,107.20,275,16.69
7.80,107.80,275,16.69
7.80,108.40,272,16.87
7.80,109.00,271,16.94
7.80,109.60,273,16.81
7.20,70.00,447,10.27
7.20,70.60,280,16.39
7.20,71.20,280,16.39
7.20,71.80,279,16.45
7.20,72.40,274,16.75
7.20,73.00,273,16.81
7.20,73.60,259,17.72
7.20,74.20,238,19.29
7.20,74.80,237,19.37
7.20,75.40,265,17.32
7.20,76.00,297,15.45
7.20,76.60,330,13.91
7.20,77.20,288,15.94
7.20,77.80,288,15.94
7.20,78.40,253,18.14
7.20,79.00,237,19.37
7.20,79.60,198,23.18
7.20,80.20,268,17.13
7.20,80.80,276,16.63
7.20,81.40,384,11.95
7.20,82.00,396,11.59
7.20,82.60,418,10.98
7.20,83.20,457,10.04
7.20,83.80,466,9.85
7.20,84.40,492,9.33
7.20,85.00,502,9.14
7.20,85.60,532,8.63
7.20,86.20,541,8.48
7.20,86.80,541,8.48
7.20,87.40,529,8.68
7.20,88.00,526,8.73
7.20,88.60,510,9.00
7.20,89.20,502,9.14
7.20,89.80,505,9.09
7.20,90.40,515,8.91
7.20,91.00,517,8.88
7.20,91.60,514,8.93
7.20,92.20,502,9.14
7.20,92.80,498,9.22
7.20,93.40,488,9.41
7.20,94.00,488,9.41
7.20,94.60,466,9.85
7.20,95.20,468,9.81
7.20,95.80,462,9.94
7.20,96.40,445,10.31
7.20,97.00,445,10.31
7.20,97.60,482,9.52
7.20,98.20,392,11.71
7.20,98.80,384,11.95
7.20,99.40,307,14.95
7.20,100.00,302,15.20
7.20,100.60,296,15.51
7.20,101.20,282,16.28
7.20,101.80,283,16.22
7.20,102.40,280,16.39
7.20,103.00,280,16.39
7.20,103.60,279,16.45
7.20,104.20,280,16.39
7.20,104.80,280,16.39
7.20,105.40,275,16.69
7.20,106.00,276,16.63
7.20,106.60,276,16.63
7.20,107.20,277,16.57
7.20,107.80,275,16.69
7.20,108.40,274,16.75
7.20,109.00,272,16.87
7.20,109.60,276,16.63
6.60,70.00,427,10.75
6.60,70.60,277,16.57
6.60,71.20,277,16.57
6.60,71.80,275,16.69
6.60,72.40,265,17.32
6.60,73.00,265,17.32
6.60,73.60,252,18.21
6.60,74.20,244,18.81
6.60,74.80,244,18.81
6.60,75.40,296,15.51
6.60,76.00,351,13.08
6.60,76.60,333,13.78
6.60,77.20,281,16.33
6.60,77.80,279,16.45
6.60,78.40,248,18.51
6.60,79.00,225,20.40
6.60,79.60,189,24.29
6.60,80.20,273,16.81
6.60,80.80,277,16.57
6.60,81.40,358,12.82
6.60,82.00,387,11.86
6.60,82.60,430,10.67
6.60,83.20,468,9.81
6.60,83.80,484,9.48
6.60,84.40,508,9.04
6.60,85.00,508,9.04
6.60,85.60,540,8.50
6.60,86.20,544,8.44
6.60,86.80,545,8.42
6.60,87.40,528,8.69
6.60,88.00,527,8.71
6.60,88.60,510,9.00
6.60,89.20,488,9.41
6.60,89.80,487,9.43
6.60,90.40,508,9.04
6.60,91.00,516,8.90
6.60,91.60,518,8.86
6.60,92.20,504,9.11
6.60,92.80,503,9.13
6.60,93.40,490,9.37
6.60,94.00,485,9.46
6.60,94.60,478,9.60
6.60,95.20,464,9.89
6.60,95.80,461,9.96
6.60,96.40,456,10.07
6.60,97.00,455,10.09
6.60,97.60,490,9.37
6.60,98.20,401,11.45
6.60,98.80,390,11.77
6.60,99.40,311,14.76
6.60,100.00,304,15.10
6.60,100.60,287,15.99
6.60,101.20,288,15.94
6.60,101.80,288,15.94
6.60,102.40,283,16.22
6.60,103.00,286,16.05
6.60,103.60,283,16.22
6.60,104.20,280,16.39
